"scripts","detailing","lagged_scripts","mean_samples","doctorType"
14,3,8,0.556521739130435,"Area Specialist"
11,3,14,0.556521739130435,"Area Specialist"
16,2,11,0.556521739130435,"Area Specialist"
18,4,16,0.556521739130435,"Area Specialist"
15,3,18,0.556521739130435,"Area Specialist"
19,1,15,0.556521739130435,"Area Specialist"
18,1,19,0.556521739130435,"Area Specialist"
15,3,18,0.556521739130435,"Area Specialist"
21,2,15,0.556521739130435,"Area Specialist"
15,3,21,0.556521739130435,"Area Specialist"
19,3,15,0.556521739130435,"Area Specialist"
13,2,19,0.556521739130435,"Area Specialist"
18,4,13,0.556521739130435,"Area Specialist"
0,1,3,1.0304347826087,"General Physician"
0,0,0,1.0304347826087,"General Physician"
0,1,0,1.0304347826087,"General Physician"
0,0,0,1.0304347826087,"General Physician"
1,0,0,1.0304347826087,"General Physician"
2,0,1,1.0304347826087,"General Physician"
2,0,2,1.0304347826087,"General Physician"
3,1,2,1.0304347826087,"General Physician"
2,1,3,1.0304347826087,"General Physician"
0,0,2,1.0304347826087,"General Physician"
0,3,0,1.0304347826087,"General Physician"
1,2,0,1.0304347826087,"General Physician"
0,2,1,1.0304347826087,"General Physician"
1,2,0,1.0304347826087,"General Physician"
1,0,1,1.0304347826087,"General Physician"
3,0,1,1.0304347826087,"General Physician"
0,3,3,1.0304347826087,"General Physician"
1,3,0,1.0304347826087,"General Physician"
0,4,1,1.0304347826087,"General Physician"
0,2,0,1.0304347826087,"General Physician"
0,1,0,1.0304347826087,"General Physician"
1,3,0,1.0304347826087,"General Physician"
3,3,1,1.0304347826087,"General Physician"
13,1,13,0.317391304347826,"Area Specialist"
10,2,13,0.317391304347826,"Area Specialist"
12,2,10,0.317391304347826,"Area Specialist"
7,2,12,0.317391304347826,"Area Specialist"
8,0,7,0.317391304347826,"Area Specialist"
9,0,8,0.317391304347826,"Area Specialist"
4,1,9,0.317391304347826,"Area Specialist"
12,0,4,0.317391304347826,"Area Specialist"
8,0,12,0.317391304347826,"Area Specialist"
7,0,8,0.317391304347826,"Area Specialist"
1,0,7,0.317391304347826,"Area Specialist"
0,0,1,0.317391304347826,"Area Specialist"
1,0,0,0.317391304347826,"Area Specialist"
1,0,1,0.317391304347826,"Area Specialist"
0,0,1,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
1,0,0,0.317391304347826,"Area Specialist"
0,0,1,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
0,0,0,0.317391304347826,"Area Specialist"
3,1,6,0.547826086956522,"General Physician"
3,2,3,0.547826086956522,"General Physician"
3,1,3,0.547826086956522,"General Physician"
2,0,3,0.547826086956522,"General Physician"
5,0,2,0.547826086956522,"General Physician"
6,1,5,0.547826086956522,"General Physician"
4,2,6,0.547826086956522,"General Physician"
2,2,4,0.547826086956522,"General Physician"
7,3,2,0.547826086956522,"General Physician"
4,2,7,0.547826086956522,"General Physician"
0,3,4,0.547826086956522,"General Physician"
12,4,0,0.547826086956522,"General Physician"
3,5,12,0.547826086956522,"General Physician"
1,3,3,0.547826086956522,"General Physician"
4,4,1,0.547826086956522,"General Physician"
5,2,4,0.547826086956522,"General Physician"
4,3,5,0.547826086956522,"General Physician"
4,1,4,0.547826086956522,"General Physician"
8,1,4,0.547826086956522,"General Physician"
3,2,8,0.547826086956522,"General Physician"
3,1,3,0.547826086956522,"General Physician"
2,2,3,0.547826086956522,"General Physician"
2,1,2,0.547826086956522,"General Physician"
2,0,5,0.326086956521739,"General Physician"
0,0,2,0.326086956521739,"General Physician"
2,3,0,0.326086956521739,"General Physician"
0,2,2,0.326086956521739,"General Physician"
7,1,0,0.326086956521739,"General Physician"
3,0,7,0.326086956521739,"General Physician"
1,3,3,0.326086956521739,"General Physician"
1,3,1,0.326086956521739,"General Physician"
1,2,1,0.326086956521739,"General Physician"
0,2,1,0.326086956521739,"General Physician"
2,2,0,0.326086956521739,"General Physician"
4,2,2,0.326086956521739,"General Physician"
1,2,4,0.326086956521739,"General Physician"
2,1,1,0.326086956521739,"General Physician"
1,2,2,0.326086956521739,"General Physician"
0,1,1,0.326086956521739,"General Physician"
0,1,0,0.326086956521739,"General Physician"
0,2,0,0.326086956521739,"General Physician"
2,1,0,0.326086956521739,"General Physician"
1,2,2,0.326086956521739,"General Physician"
1,2,1,0.326086956521739,"General Physician"
0,4,1,0.326086956521739,"General Physician"
0,4,0,0.326086956521739,"General Physician"
0,0,0,0.152173913043478,"Other Specialist"
1,0,0,0.152173913043478,"Other Specialist"
2,0,1,0.152173913043478,"Other Specialist"
0,0,2,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
5,0,0,0.152173913043478,"Other Specialist"
2,0,5,0.152173913043478,"Other Specialist"
0,0,2,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
0,1,0,0.152173913043478,"Other Specialist"
0,2,0,0.152173913043478,"Other Specialist"
2,0,0,0.152173913043478,"Other Specialist"
0,2,2,0.152173913043478,"Other Specialist"
0,0,0,0.152173913043478,"Other Specialist"
6,1,0,0.152173913043478,"Other Specialist"
0,1,6,0.152173913043478,"Other Specialist"
0,1,0,0.152173913043478,"Other Specialist"
0,1,0,0.152173913043478,"Other Specialist"
0,1,0,0.152173913043478,"Other Specialist"
2,2,14,0.773913043478261,"General Physician"
4,2,2,0.773913043478261,"General Physician"
9,2,4,0.773913043478261,"General Physician"
10,4,9,0.773913043478261,"General Physician"
11,2,10,0.773913043478261,"General Physician"
11,5,11,0.773913043478261,"General Physician"
9,3,11,0.773913043478261,"General Physician"
5,3,9,0.773913043478261,"General Physician"
11,4,5,0.773913043478261,"General Physician"
11,6,11,0.773913043478261,"General Physician"
7,4,11,0.773913043478261,"General Physician"
12,7,7,0.773913043478261,"General Physician"
12,3,12,0.773913043478261,"General Physician"
12,4,12,0.773913043478261,"General Physician"
9,7,12,0.773913043478261,"General Physician"
10,9,9,0.773913043478261,"General Physician"
4,7,10,0.773913043478261,"General Physician"
10,5,4,0.773913043478261,"General Physician"
12,4,10,0.773913043478261,"General Physician"
7,7,12,0.773913043478261,"General Physician"
13,2,7,0.773913043478261,"General Physician"
6,5,13,0.773913043478261,"General Physician"
10,6,6,0.773913043478261,"General Physician"
2,1,7,1.6304347826087,"General Physician"
8,3,2,1.6304347826087,"General Physician"
4,2,8,1.6304347826087,"General Physician"
2,1,4,1.6304347826087,"General Physician"
0,1,2,1.6304347826087,"General Physician"
3,2,0,1.6304347826087,"General Physician"
6,2,3,1.6304347826087,"General Physician"
0,2,6,1.6304347826087,"General Physician"
5,3,0,1.6304347826087,"General Physician"
1,2,5,1.6304347826087,"General Physician"
2,2,1,1.6304347826087,"General Physician"
1,2,2,1.6304347826087,"General Physician"
1,1,1,1.6304347826087,"General Physician"
3,1,1,1.6304347826087,"General Physician"
2,1,3,1.6304347826087,"General Physician"
1,1,2,1.6304347826087,"General Physician"
2,0,1,1.6304347826087,"General Physician"
1,0,2,1.6304347826087,"General Physician"
0,0,1,1.6304347826087,"General Physician"
3,0,0,1.6304347826087,"General Physician"
6,1,3,1.6304347826087,"General Physician"
6,1,6,1.6304347826087,"General Physician"
3,1,6,1.6304347826087,"General Physician"
2,0,3,0.195652173913043,"General Physician"
4,0,2,0.195652173913043,"General Physician"
9,0,4,0.195652173913043,"General Physician"
2,0,9,0.195652173913043,"General Physician"
7,0,2,0.195652173913043,"General Physician"
1,1,7,0.195652173913043,"General Physician"
2,2,1,0.195652173913043,"General Physician"
2,1,2,0.195652173913043,"General Physician"
1,0,2,0.195652173913043,"General Physician"
3,2,1,0.195652173913043,"General Physician"
1,1,3,0.195652173913043,"General Physician"
3,0,1,0.195652173913043,"General Physician"
2,1,3,0.195652173913043,"General Physician"
8,1,2,0.195652173913043,"General Physician"
4,0,8,0.195652173913043,"General Physician"
3,0,4,0.195652173913043,"General Physician"
0,0,3,0.195652173913043,"General Physician"
2,1,0,0.195652173913043,"General Physician"
0,1,2,0.195652173913043,"General Physician"
3,0,0,0.195652173913043,"General Physician"
0,0,3,0.195652173913043,"General Physician"
5,0,0,0.195652173913043,"General Physician"
1,0,5,0.195652173913043,"General Physician"
3,4,8,1.47826086956522,"General Physician"
6,3,3,1.47826086956522,"General Physician"
13,3,6,1.47826086956522,"General Physician"
10,2,13,1.47826086956522,"General Physician"
9,2,10,1.47826086956522,"General Physician"
7,3,9,1.47826086956522,"General Physician"
6,2,7,1.47826086956522,"General Physician"
6,4,6,1.47826086956522,"General Physician"
8,4,6,1.47826086956522,"General Physician"
11,3,8,1.47826086956522,"General Physician"
5,4,11,1.47826086956522,"General Physician"
7,3,5,1.47826086956522,"General Physician"
4,1,7,1.47826086956522,"General Physician"
5,5,4,1.47826086956522,"General Physician"
6,1,5,1.47826086956522,"General Physician"
7,1,6,1.47826086956522,"General Physician"
4,2,7,1.47826086956522,"General Physician"
6,2,4,1.47826086956522,"General Physician"
4,2,6,1.47826086956522,"General Physician"
8,2,4,1.47826086956522,"General Physician"
8,2,8,1.47826086956522,"General Physician"
10,4,8,1.47826086956522,"General Physician"
4,3,10,1.47826086956522,"General Physician"
1,0,2,0.504347826086957,"General Physician"
2,0,1,0.504347826086957,"General Physician"
3,0,2,0.504347826086957,"General Physician"
4,0,3,0.504347826086957,"General Physician"
2,0,4,0.504347826086957,"General Physician"
1,1,2,0.504347826086957,"General Physician"
0,0,1,0.504347826086957,"General Physician"
4,0,0,0.504347826086957,"General Physician"
0,0,4,0.504347826086957,"General Physician"
3,0,0,0.504347826086957,"General Physician"
0,0,3,0.504347826086957,"General Physician"
1,0,0,0.504347826086957,"General Physician"
0,0,1,0.504347826086957,"General Physician"
1,2,0,0.504347826086957,"General Physician"
1,3,1,0.504347826086957,"General Physician"
2,2,1,0.504347826086957,"General Physician"
0,1,2,0.504347826086957,"General Physician"
1,1,0,0.504347826086957,"General Physician"
0,5,1,0.504347826086957,"General Physician"
0,4,0,0.504347826086957,"General Physician"
1,4,0,0.504347826086957,"General Physician"
3,5,1,0.504347826086957,"General Physician"
2,4,3,0.504347826086957,"General Physician"
3,0,14,1.02608695652174,"General Physician"
10,3,3,1.02608695652174,"General Physician"
6,1,10,1.02608695652174,"General Physician"
19,2,6,1.02608695652174,"General Physician"
5,3,19,1.02608695652174,"General Physician"
6,1,5,1.02608695652174,"General Physician"
7,1,6,1.02608695652174,"General Physician"
5,3,7,1.02608695652174,"General Physician"
16,5,5,1.02608695652174,"General Physician"
17,4,16,1.02608695652174,"General Physician"
9,3,17,1.02608695652174,"General Physician"
5,5,9,1.02608695652174,"General Physician"
9,2,5,1.02608695652174,"General Physician"
11,5,9,1.02608695652174,"General Physician"
9,7,11,1.02608695652174,"General Physician"
3,6,9,1.02608695652174,"General Physician"
13,5,3,1.02608695652174,"General Physician"
6,1,13,1.02608695652174,"General Physician"
17,2,6,1.02608695652174,"General Physician"
12,2,17,1.02608695652174,"General Physician"
13,4,12,1.02608695652174,"General Physician"
8,4,13,1.02608695652174,"General Physician"
14,6,8,1.02608695652174,"General Physician"
28,3,6,2.00434782608696,"General Physician"
14,0,28,2.00434782608696,"General Physician"
6,1,14,2.00434782608696,"General Physician"
14,2,6,2.00434782608696,"General Physician"
12,2,14,2.00434782608696,"General Physician"
26,2,12,2.00434782608696,"General Physician"
9,1,26,2.00434782608696,"General Physician"
3,0,9,2.00434782608696,"General Physician"
7,1,3,2.00434782608696,"General Physician"
4,2,7,2.00434782608696,"General Physician"
13,0,4,2.00434782608696,"General Physician"
7,2,13,2.00434782608696,"General Physician"
14,3,7,2.00434782608696,"General Physician"
10,0,14,2.00434782608696,"General Physician"
14,0,10,2.00434782608696,"General Physician"
13,0,14,2.00434782608696,"General Physician"
17,0,13,2.00434782608696,"General Physician"
5,2,17,2.00434782608696,"General Physician"
10,1,5,2.00434782608696,"General Physician"
11,2,10,2.00434782608696,"General Physician"
7,3,11,2.00434782608696,"General Physician"
12,5,7,2.00434782608696,"General Physician"
13,2,12,2.00434782608696,"General Physician"
3,2,6,1.87391304347826,"General Physician"
4,1,3,1.87391304347826,"General Physician"
5,1,4,1.87391304347826,"General Physician"
3,0,5,1.87391304347826,"General Physician"
7,0,3,1.87391304347826,"General Physician"
4,1,7,1.87391304347826,"General Physician"
1,2,4,1.87391304347826,"General Physician"
1,0,1,1.87391304347826,"General Physician"
5,3,1,1.87391304347826,"General Physician"
2,3,5,1.87391304347826,"General Physician"
0,3,2,1.87391304347826,"General Physician"
1,2,0,1.87391304347826,"General Physician"
3,2,1,1.87391304347826,"General Physician"
3,4,3,1.87391304347826,"General Physician"
0,1,3,1.87391304347826,"General Physician"
2,1,0,1.87391304347826,"General Physician"
4,4,2,1.87391304347826,"General Physician"
4,3,4,1.87391304347826,"General Physician"
3,1,4,1.87391304347826,"General Physician"
0,4,3,1.87391304347826,"General Physician"
6,2,0,1.87391304347826,"General Physician"
0,2,6,1.87391304347826,"General Physician"
3,4,0,1.87391304347826,"General Physician"
0,0,0,0.226086956521739,"General Physician"
2,0,0,0.226086956521739,"General Physician"
0,0,2,0.226086956521739,"General Physician"
1,1,0,0.226086956521739,"General Physician"
0,0,1,0.226086956521739,"General Physician"
3,1,0,0.226086956521739,"General Physician"
1,0,3,0.226086956521739,"General Physician"
1,2,1,0.226086956521739,"General Physician"
0,2,1,0.226086956521739,"General Physician"
1,2,0,0.226086956521739,"General Physician"
0,2,1,0.226086956521739,"General Physician"
2,2,0,0.226086956521739,"General Physician"
4,0,2,0.226086956521739,"General Physician"
1,3,4,0.226086956521739,"General Physician"
0,0,1,0.226086956521739,"General Physician"
0,2,0,0.226086956521739,"General Physician"
1,3,0,0.226086956521739,"General Physician"
1,2,1,0.226086956521739,"General Physician"
3,2,1,0.226086956521739,"General Physician"
0,2,3,0.226086956521739,"General Physician"
0,2,0,0.226086956521739,"General Physician"
0,5,0,0.226086956521739,"General Physician"
0,1,0,0.226086956521739,"General Physician"
7,0,2,0.869565217391304,"General Physician"
0,0,7,0.869565217391304,"General Physician"
5,1,0,0.869565217391304,"General Physician"
4,1,5,0.869565217391304,"General Physician"
4,4,4,0.869565217391304,"General Physician"
4,1,4,0.869565217391304,"General Physician"
0,3,4,0.869565217391304,"General Physician"
2,4,0,0.869565217391304,"General Physician"
7,1,2,0.869565217391304,"General Physician"
2,3,7,0.869565217391304,"General Physician"
4,4,2,0.869565217391304,"General Physician"
5,2,4,0.869565217391304,"General Physician"
6,0,5,0.869565217391304,"General Physician"
2,3,6,0.869565217391304,"General Physician"
11,2,2,0.869565217391304,"General Physician"
7,3,11,0.869565217391304,"General Physician"
2,3,7,0.869565217391304,"General Physician"
3,3,2,0.869565217391304,"General Physician"
6,2,3,0.869565217391304,"General Physician"
2,4,6,0.869565217391304,"General Physician"
0,2,2,0.869565217391304,"General Physician"
2,3,0,0.869565217391304,"General Physician"
5,2,2,0.869565217391304,"General Physician"
7,3,4,1.10434782608696,"General Physician"
3,2,7,1.10434782608696,"General Physician"
2,3,3,1.10434782608696,"General Physician"
2,4,2,1.10434782608696,"General Physician"
4,4,2,1.10434782608696,"General Physician"
5,4,4,1.10434782608696,"General Physician"
3,3,5,1.10434782608696,"General Physician"
7,4,3,1.10434782608696,"General Physician"
10,3,7,1.10434782608696,"General Physician"
8,4,10,1.10434782608696,"General Physician"
4,3,8,1.10434782608696,"General Physician"
4,2,4,1.10434782608696,"General Physician"
11,1,4,1.10434782608696,"General Physician"
7,0,11,1.10434782608696,"General Physician"
4,2,7,1.10434782608696,"General Physician"
5,2,4,1.10434782608696,"General Physician"
4,4,5,1.10434782608696,"General Physician"
15,5,4,1.10434782608696,"General Physician"
4,7,15,1.10434782608696,"General Physician"
8,4,4,1.10434782608696,"General Physician"
5,6,8,1.10434782608696,"General Physician"
7,5,5,1.10434782608696,"General Physician"
12,7,7,1.10434782608696,"General Physician"
2,2,3,0.226086956521739,"General Physician"
2,2,2,0.226086956521739,"General Physician"
4,3,2,0.226086956521739,"General Physician"
3,3,4,0.226086956521739,"General Physician"
7,3,3,0.226086956521739,"General Physician"
4,1,7,0.226086956521739,"General Physician"
5,4,4,0.226086956521739,"General Physician"
3,4,5,0.226086956521739,"General Physician"
6,5,3,0.226086956521739,"General Physician"
3,3,6,0.226086956521739,"General Physician"
6,4,3,0.226086956521739,"General Physician"
2,4,6,0.226086956521739,"General Physician"
7,2,2,0.226086956521739,"General Physician"
0,1,7,0.226086956521739,"General Physician"
1,0,0,0.226086956521739,"General Physician"
0,0,1,0.226086956521739,"General Physician"
0,0,0,0.226086956521739,"General Physician"
1,0,0,0.226086956521739,"General Physician"
0,0,1,0.226086956521739,"General Physician"
0,1,0,0.226086956521739,"General Physician"
0,0,0,0.226086956521739,"General Physician"
1,0,0,0.226086956521739,"General Physician"
0,0,1,0.226086956521739,"General Physician"
5,5,4,1.56521739130435,"General Physician"
4,3,5,1.56521739130435,"General Physician"
6,2,4,1.56521739130435,"General Physician"
4,1,6,1.56521739130435,"General Physician"
6,3,4,1.56521739130435,"General Physician"
3,1,6,1.56521739130435,"General Physician"
6,6,3,1.56521739130435,"General Physician"
1,5,6,1.56521739130435,"General Physician"
2,4,1,1.56521739130435,"General Physician"
4,4,2,1.56521739130435,"General Physician"
6,3,4,1.56521739130435,"General Physician"
0,4,6,1.56521739130435,"General Physician"
6,6,0,1.56521739130435,"General Physician"
3,4,6,1.56521739130435,"General Physician"
5,4,3,1.56521739130435,"General Physician"
2,3,5,1.56521739130435,"General Physician"
5,3,2,1.56521739130435,"General Physician"
3,1,5,1.56521739130435,"General Physician"
4,6,3,1.56521739130435,"General Physician"
4,3,4,1.56521739130435,"General Physician"
5,4,4,1.56521739130435,"General Physician"
2,5,5,1.56521739130435,"General Physician"
10,2,2,1.56521739130435,"General Physician"
0,1,5,0.126086956521739,"Other Specialist"
0,3,0,0.126086956521739,"Other Specialist"
0,2,0,0.126086956521739,"Other Specialist"
5,1,0,0.126086956521739,"Other Specialist"
2,1,5,0.126086956521739,"Other Specialist"
3,1,2,0.126086956521739,"Other Specialist"
8,1,3,0.126086956521739,"Other Specialist"
0,2,8,0.126086956521739,"Other Specialist"
0,1,0,0.126086956521739,"Other Specialist"
0,2,0,0.126086956521739,"Other Specialist"
0,1,0,0.126086956521739,"Other Specialist"
3,1,0,0.126086956521739,"Other Specialist"
4,4,3,0.126086956521739,"Other Specialist"
0,2,4,0.126086956521739,"Other Specialist"
2,0,0,0.126086956521739,"Other Specialist"
0,1,2,0.126086956521739,"Other Specialist"
2,0,0,0.126086956521739,"Other Specialist"
0,0,2,0.126086956521739,"Other Specialist"
0,0,0,0.126086956521739,"Other Specialist"
2,0,0,0.126086956521739,"Other Specialist"
6,0,2,0.126086956521739,"Other Specialist"
2,1,6,0.126086956521739,"Other Specialist"
0,0,2,0.126086956521739,"Other Specialist"
3,0,6,0.439130434782609,"General Physician"
3,3,3,0.439130434782609,"General Physician"
0,2,3,0.439130434782609,"General Physician"
6,4,0,0.439130434782609,"General Physician"
7,2,6,0.439130434782609,"General Physician"
0,0,7,0.439130434782609,"General Physician"
0,0,0,0.439130434782609,"General Physician"
0,5,0,0.439130434782609,"General Physician"
1,2,0,0.439130434782609,"General Physician"
2,2,1,0.439130434782609,"General Physician"
2,2,2,0.439130434782609,"General Physician"
0,2,2,0.439130434782609,"General Physician"
6,2,0,0.439130434782609,"General Physician"
4,0,6,0.439130434782609,"General Physician"
2,3,4,0.439130434782609,"General Physician"
2,2,2,0.439130434782609,"General Physician"
4,2,2,0.439130434782609,"General Physician"
4,0,4,0.439130434782609,"General Physician"
5,0,4,0.439130434782609,"General Physician"
2,2,5,0.439130434782609,"General Physician"
3,1,2,0.439130434782609,"General Physician"
3,0,3,0.439130434782609,"General Physician"
2,0,3,0.439130434782609,"General Physician"
1,1,1,0.108695652173913,"Other Specialist"
0,1,1,0.108695652173913,"Other Specialist"
1,2,0,0.108695652173913,"Other Specialist"
0,2,1,0.108695652173913,"Other Specialist"
0,2,0,0.108695652173913,"Other Specialist"
0,1,0,0.108695652173913,"Other Specialist"
0,1,0,0.108695652173913,"Other Specialist"
0,1,0,0.108695652173913,"Other Specialist"
0,2,0,0.108695652173913,"Other Specialist"
0,1,0,0.108695652173913,"Other Specialist"
0,0,0,0.108695652173913,"Other Specialist"
2,0,0,0.108695652173913,"Other Specialist"
2,0,2,0.108695652173913,"Other Specialist"
3,2,2,0.108695652173913,"Other Specialist"
2,0,3,0.108695652173913,"Other Specialist"
0,1,2,0.108695652173913,"Other Specialist"
1,0,0,0.108695652173913,"Other Specialist"
1,1,1,0.108695652173913,"Other Specialist"
0,2,1,0.108695652173913,"Other Specialist"
2,2,0,0.108695652173913,"Other Specialist"
0,1,2,0.108695652173913,"Other Specialist"
0,2,0,0.108695652173913,"Other Specialist"
0,2,0,0.108695652173913,"Other Specialist"
3,6,0,0.778260869565217,"General Physician"
1,3,3,0.778260869565217,"General Physician"
0,3,1,0.778260869565217,"General Physician"
0,4,0,0.778260869565217,"General Physician"
2,2,0,0.778260869565217,"General Physician"
3,3,2,0.778260869565217,"General Physician"
1,2,3,0.778260869565217,"General Physician"
4,4,1,0.778260869565217,"General Physician"
4,1,4,0.778260869565217,"General Physician"
0,3,4,0.778260869565217,"General Physician"
2,3,0,0.778260869565217,"General Physician"
8,2,2,0.778260869565217,"General Physician"
2,4,8,0.778260869565217,"General Physician"
0,4,2,0.778260869565217,"General Physician"
6,4,0,0.778260869565217,"General Physician"
1,3,6,0.778260869565217,"General Physician"
4,4,1,0.778260869565217,"General Physician"
8,3,4,0.778260869565217,"General Physician"
2,3,8,0.778260869565217,"General Physician"
1,7,2,0.778260869565217,"General Physician"
3,4,1,0.778260869565217,"General Physician"
10,5,3,0.778260869565217,"General Physician"
1,3,10,0.778260869565217,"General Physician"
2,0,0,0.0304347826086957,"General Physician"
0,0,2,0.0304347826086957,"General Physician"
1,1,0,0.0304347826086957,"General Physician"
1,0,1,0.0304347826086957,"General Physician"
3,0,1,0.0304347826086957,"General Physician"
5,0,3,0.0304347826086957,"General Physician"
0,1,5,0.0304347826086957,"General Physician"
0,0,0,0.0304347826086957,"General Physician"
0,0,0,0.0304347826086957,"General Physician"
1,0,0,0.0304347826086957,"General Physician"
1,0,1,0.0304347826086957,"General Physician"
2,0,1,0.0304347826086957,"General Physician"
0,0,2,0.0304347826086957,"General Physician"
2,0,0,0.0304347826086957,"General Physician"
3,0,2,0.0304347826086957,"General Physician"
3,0,3,0.0304347826086957,"General Physician"
4,1,3,0.0304347826086957,"General Physician"
3,0,4,0.0304347826086957,"General Physician"
0,3,3,0.0304347826086957,"General Physician"
0,2,0,0.0304347826086957,"General Physician"
7,3,0,0.0304347826086957,"General Physician"
4,3,7,0.0304347826086957,"General Physician"
0,4,4,0.0304347826086957,"General Physician"
6,0,2,0.173913043478261,"General Physician"
1,0,6,0.173913043478261,"General Physician"
2,0,1,0.173913043478261,"General Physician"
1,0,2,0.173913043478261,"General Physician"
0,0,1,0.173913043478261,"General Physician"
2,1,0,0.173913043478261,"General Physician"
2,1,2,0.173913043478261,"General Physician"
1,1,2,0.173913043478261,"General Physician"
4,2,1,0.173913043478261,"General Physician"
6,0,4,0.173913043478261,"General Physician"
3,0,6,0.173913043478261,"General Physician"
6,2,3,0.173913043478261,"General Physician"
3,1,6,0.173913043478261,"General Physician"
5,2,3,0.173913043478261,"General Physician"
3,2,5,0.173913043478261,"General Physician"
7,2,3,0.173913043478261,"General Physician"
11,2,7,0.173913043478261,"General Physician"
7,1,11,0.173913043478261,"General Physician"
6,4,7,0.173913043478261,"General Physician"
4,3,6,0.173913043478261,"General Physician"
11,5,4,0.173913043478261,"General Physician"
4,3,11,0.173913043478261,"General Physician"
4,4,4,0.173913043478261,"General Physician"
0,0,2,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
2,0,0,0.0434782608695652,"General Physician"
0,0,2,0.0434782608695652,"General Physician"
0,2,0,0.0434782608695652,"General Physician"
2,0,0,0.0434782608695652,"General Physician"
2,0,2,0.0434782608695652,"General Physician"
3,2,2,0.0434782608695652,"General Physician"
2,1,3,0.0434782608695652,"General Physician"
2,0,2,0.0434782608695652,"General Physician"
5,0,2,0.0434782608695652,"General Physician"
0,0,5,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
2,0,0,0.0434782608695652,"General Physician"
0,0,2,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
1,0,0,0.0434782608695652,"General Physician"
0,0,1,0.0434782608695652,"General Physician"
1,0,0,0.0434782608695652,"General Physician"
0,0,1,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
0,0,0,0.0434782608695652,"General Physician"
6,2,5,0.78695652173913,"General Physician"
6,4,6,0.78695652173913,"General Physician"
4,3,6,0.78695652173913,"General Physician"
6,3,4,0.78695652173913,"General Physician"
0,1,6,0.78695652173913,"General Physician"
13,2,0,0.78695652173913,"General Physician"
5,2,13,0.78695652173913,"General Physician"
0,3,5,0.78695652173913,"General Physician"
14,2,0,0.78695652173913,"General Physician"
3,2,14,0.78695652173913,"General Physician"
5,3,3,0.78695652173913,"General Physician"
3,0,5,0.78695652173913,"General Physician"
0,3,3,0.78695652173913,"General Physician"
0,1,0,0.78695652173913,"General Physician"
6,6,0,0.78695652173913,"General Physician"
5,4,6,0.78695652173913,"General Physician"
2,4,5,0.78695652173913,"General Physician"
0,3,2,0.78695652173913,"General Physician"
3,3,0,0.78695652173913,"General Physician"
8,4,3,0.78695652173913,"General Physician"
0,3,8,0.78695652173913,"General Physician"
0,4,0,0.78695652173913,"General Physician"
4,5,0,0.78695652173913,"General Physician"
3,0,5,0.5,"General Physician"
10,0,3,0.5,"General Physician"
6,0,10,0.5,"General Physician"
8,3,6,0.5,"General Physician"
0,1,8,0.5,"General Physician"
0,0,0,0.5,"General Physician"
6,0,0,0.5,"General Physician"
1,2,6,0.5,"General Physician"
3,0,1,0.5,"General Physician"
1,2,3,0.5,"General Physician"
1,1,1,0.5,"General Physician"
1,3,1,0.5,"General Physician"
1,2,1,0.5,"General Physician"
1,2,1,0.5,"General Physician"
0,3,1,0.5,"General Physician"
1,1,0,0.5,"General Physician"
6,2,1,0.5,"General Physician"
2,0,6,0.5,"General Physician"
2,0,2,0.5,"General Physician"
2,1,2,0.5,"General Physician"
1,1,2,0.5,"General Physician"
4,1,1,0.5,"General Physician"
2,0,4,0.5,"General Physician"
0,3,0,1.41304347826087,"General Physician"
1,6,0,1.41304347826087,"General Physician"
0,2,1,1.41304347826087,"General Physician"
4,5,0,1.41304347826087,"General Physician"
1,5,4,1.41304347826087,"General Physician"
1,1,1,1.41304347826087,"General Physician"
0,1,1,1.41304347826087,"General Physician"
13,4,0,1.41304347826087,"General Physician"
4,4,13,1.41304347826087,"General Physician"
5,7,4,1.41304347826087,"General Physician"
1,8,5,1.41304347826087,"General Physician"
3,8,1,1.41304347826087,"General Physician"
0,4,3,1.41304347826087,"General Physician"
5,3,0,1.41304347826087,"General Physician"
4,2,5,1.41304347826087,"General Physician"
10,3,4,1.41304347826087,"General Physician"
4,7,10,1.41304347826087,"General Physician"
3,2,4,1.41304347826087,"General Physician"
12,4,3,1.41304347826087,"General Physician"
8,6,12,1.41304347826087,"General Physician"
3,6,8,1.41304347826087,"General Physician"
1,5,3,1.41304347826087,"General Physician"
4,8,1,1.41304347826087,"General Physician"
